game_id,moves,num_moves
38761,e4 c6 d4 d5 e5 c5 dxc5 Bf5 Nf3 e6 Be3 Qa5+ c3 Bxc5 b4 Bxb4 cxb4 Qxb4+ Qd2 Qxd2+ Nbxd2 Ne7 Nd4 Bg6 Nb5 O-O Nc7 Nbc6 Nxa8 Rxa8 f4 Nb4 Rc1 Nd3+ Bxd3 Bxd3 Rc7 Nf5 Bf2 Ba6 g4 Nh6 h3 g6 Nf3 Kg7 Kd2 Ng8 Bh4 h6 Rhc1 b6 Nd4 Kf8 Bf6 Nxf6 exf6 Bc4 Nf3 a5 Ne5 b5 Rxf7+ Kg8 Rg7+,65
38762,e4 d5 exd5 Qxd5 Nf3 Nf6 Nc3 Qd6 Bc4 a6 O-O Bf5 Re1 e6 d3 Nc6 Nd5 Nxd5 Nh4 O-O-O Bg5 Be7 Bxe7 Ncxe7 Bxd5 Qxd5 Qd2 h6 Rad1 Qd4 Nxf5 Nxf5 c3 Qd5 Re4 Rd7 c4 Qc6 b4 Rhd8 b5 axb5 cxb5 Qxe4 dxe4 Rxd2 Rxd2 Rxd2,48
38763,c4 Nf6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 g6 d4 Bg7 Nf3 c5 Bc4 Bg4 Bxf7+ Kxf7 Ne5+ Bxe5 Qxg4 cxd4 O-O dxc3 Rb1 Qc7 f4 Bd4+ Kh1 Rf8 f5 Ke8 Bh6 Rg8 f6 exf6 Qe6+ Qe7 Qxg8+ Kd7 Rxb7+,41
38764,d4 d5 c4 e6 a3 Bd6 Nc3 a6 e4 dxe4 Nxe4 Nf6 Bg5 O-O Bd3 Be7 Qf3 Nxe4 Qxe4 f5 Bxe7 fxe4 Bxd8 exd3 Bxc7 Nc6 Nf3 Rf7 Bb6 Rf6 O-O Bd7 Rad1 Re8 Rxd3 e5 dxe5 Rf7 Re1 Bf5 Rde3 Rfe7 Bc5 Re6 Ng5,45
38765,d4 g6 e4 Bg7 Nc3 c6 Nf3 d5 e5 f6 exf6 Nxf6 Bd3 O-O O-O Ng4 h3 Nh6 Bf4 Bf5 Bxf5 Rxf5 Bxh6 Bxh6 Re1 Nd7 Qe2 Rf7 Qe6 Nf8 Qe5 Nd7 Qe6 Nf8 Qe5 Bg7 Qg3 Qd6 Qxd6 exd6 a3 Nd7 Re6 Bf8 b4 c5 Nxd5 cxd4 Nxd4 Bg7 c3 Be5 Ne7+ Kg7 Re1 Nf8 R6xe5 dxe5 Rxe5 Nd7 Rd5 Rxe7 Rg5 Re1+ Kh2 Kf6 Rb5 b6 Rd5 Ne5 f4 Nd3 Nc2 Nxf4 Nxe1 Nxd5 Nf3 Nxc3 Nd4 Rd8 Nc6 Rd7 g4 Rc7 Nd4 Rd7 Nc6 Rc7 Nd4 a6 h4 Nb5 Nb3 Nxa3 g5+ Kf5 Nd4+ Kg4 Ne6 Rc2+ Kg1 Kg3 Nd4 Rc1#,104
38766,d4 d5 c4 e6 Nf3 Nf6 g3 Be7 Bg2 c6 O-O O-O Qc2 Nbd7 Nbd2 Nb6 c5 Nbd7 b4 Qc7 Bb2 Re8 a4 Bf8 b5 a6 bxc6 bxc6 a5 Rb8 Bc3 Bb7 Rfb1 Ba8 e3 Rxb1+ Rxb1 Rb8 Bf1 Rxb1 Qxb1 Nb8 Qb6 Qc8 Ne5 Bb7 Bd3 Nfd7 Nxd7 Nxd7 Qa7 Be7 e4 Bd8 exd5 cxd5 Bc2 Bc7 Ba4 Nb8 Bb4 Bc6 Bc2 Bb5 Nb3 Nc6,66
38767,e4 c5 Nf3 Nc6 Bc4 e6 Bb3 b5 c3 c4 Bc2 Bb7 d3 g6 e5 Bg7 d4 d5 Nbd2 Nge7 a4 b4 cxb4 Nxb4 O-O Nec6 b3 c3 Nb1 Ba6 Re1 Qb6 Nxc3 Nxc2 Qxc2 Nxd4 Nxd4 Qxd4 Be3 Qb4 Nxd5 exd5 Qc6+ Ke7 Bc5+ Qxc5 Qxc5+ Ke6 Qd6+ Kf5 Qxa6 Bxe5 Qd3+ Ke6 f4 f6 fxe5 fxe5 Rf1 Rac8 Qa6+ Kd7 Qxa7+ Rc7 Rf7+,65
38768,e4 c5 d4 cxd4 c3 dxc3 Nf3 cxb2 Bxb2 Nc6 Bc4 e6 O-O Qb6 Qc2 Na5 Bd3 Nf6 Nbd2 Be7 Rab1 Qc6 Qd1 O-O Rc1 Qb6 Rb1 Qc7 Rc1 Qf4 g3 Qg4 Qa4 b6 Ne5 Qh3 Ndf3 d6 Ng5 Qh5 Nef3 h6 e5 Nd5 exd6 Bxg5 Be2 Bxc1 Bxc1 Bb7 Nd4 Qh3 Re1 Nc3 Qd7 Qg2#,56
38769,d4 Nf6 Nf3 g6 c4 Bg7 Nc3 d5 cxd5 Nxd5 Bd2 O-O e4 Nxc3 bxc3 c5 d5 e6 Bc4 b5 Bxb5 exd5 exd5 a6 Bc4 Re8+ Kf1 Nd7 h4 Nb6 Be2 Nxd5 Rc1 a5 c4 Nb4 a3 Nd3 Rb1 Bf5 Rb3 a4 Rb5 Nb2 Qc1 Rxe2 Kxe2 Qd3+ Ke1 Re8+ Be3 Bc3+ Nd2 Bxd2+ Qxd2 Qb1+ Ke2 Qxh1 Qxb2 Qxg2 Rb8 Bg4+ Ke1 Qg1+ Kd2 Rxb8 Qxb8+ Kg7 Qe5+ Kg8 Qxc5 Qd1+ Kc3 Qe1+ Kd4 Qd1+ Ke5 Qd8 Kf4 h5 Kg3 Bf5 Qe5 Qf8 c5 f6 Qd5+ Qf7 Qd8+ Kg7 c6 Qe6 c7 Qd7 Bf4 Qd3+ Kh2 Qd7 Kg3 Bh3 f3 Be6 Bd6 Qf7 c8=Q Bxc8 Qxc8 Kh6 Qf8+ Qxf8 Bxf8+ Kh7 Be7 f5 Bg5 Kg8 Kf4 Kf7 Ke5,119
38770,e4 d5 exd5 Qxd5 Nc3 Qe5+ Nge2 Bg4 d4 Bxe2 Bxe2 Qa5 O-O c5 d5 Qb6 b3 e6 Bf4 Bd6 Bg5 Be7 Bf4 Nh6 Nb5 Nf5 Nc7+ Kd7 dxe6+ Kc8 Nxa8 Qa6 exf7 Nd7 Bxa6,35
38771,e4 e5 Nf3 Nc6 Bb5 d6 d4 Bd7 d5 Nce7 Bxd7+ Qxd7 O-O O-O-O c4 f5 Re1 Nf6 Nc3 h6 b4 g5 c5 fxe4 Nxe4 Nfxd5 cxd6 cxd6 Qxd5 Nxd5 Bb2 Nxb4 Rac1+ Kb8 Red1 Nc6 Nxe5 Nxe5 Bxe5 Qe6 Bxh8 Qxe4 Rd4 Qh7 Bf6 Re8 Rcd1 Qf5 Bh8 Re2 R4d2 Rxd2 Rxd2 Qb1+ Rd1 Qxd1#,56
38772,Nf3 Nf6 e3 d6 e4 e6 e5 dxe5 Nxe5 Bd6 d4 O-O Bf4 c5 dxc5 Bxe5 Qxd8 Rxd8 Bxe5 Ng4 Bc7 Re8 Bb5 Bd7 f3 Bxb5 fxg4 Nc6 Nc3 a6 Bd6 f5 g5 e5 a4 Bc4 b3 Bd5 Nxd5 e4 Nc7 b6 Nxa8 Rxa8 cxb6 Rd8 b7 Rxd6 b4 Rd7 b5 axb5 axb5 Nb8 Ra7 e3 O-O f4 Rxf4 e2 Re4 Rd1+ Kf2 e1=B+ Rxe1 Rd2+ Re2 Rd7 Ke3 Re7+ Kf2 Rf7+ Ke1 Kf8 b6 h6 g6 Rf6 Ra8 Rxg6 Rxb8+ Kf7 Rf8+ Kxf8 b8=Q+ Kf7 Qc7+ Kg8 Re8+ Kh7 g3 h5 h4 Rxg3 Qxg3,95
38773,b3 e5 Bb2 d6 a3 Nf6 d3 g6 e4 Bg7 h4 O-O g4 Bxg4 f3 Be6 Qe2 Nc6 Nd2 Nd4 Bxd4 exd4 Qg2 Nh5 Be2 Nf4 Qh2 Bh6 Nf1 c5 Ng3 Qd7 Bf1 d5 h5 c4 hxg6 Bh3 Nxh3 fxg6 Nxf4 Bxf4 Rg1 dxe4 fxe4 c3 Qh4 Bd2+ Ke2 Be3 Rg2 Rf4 Qh2 Raf8 Nf5 Kh8 Qh6 Rf6 Nh4 Rf2+ Rxf2 Bxh6 Rxf6 Qg4+ Rf3 Qxh4 Bh3 Qg5 Kf1 Qd2 Rf2 Qe3 Re1 Qxh3+,74
38774,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O b5 Bb3 Be7 Re1 O-O c3 d6 h3 Bb7 d4 Na5 Bc2 Nd7 b4 Nc4 Nbd2 Ndb6 Qe2 c5 dxc5 dxc5 Nxc4 Nxc4 bxc5 Bxc5 Rd1 Qc7 Kh1 Rad8 Bg5 f6 Bh4 Qa5 Bb3 Qxc3 Rac1 Rxd1+ Qxd1 Qb4 Nd2 Rd8 Qc2 Rxd2 Bxc4+ bxc4 Qxc4+ Qxc4 Rxc4 Bxf2 Bxf2 Rxf2 Rb4 Bc6 Rb8+ Kf7 Rb6 Bb5 a4 Bd3 Kg1 Rf1+ Kh2 Re1 Rb7+ Kg6 Kg3 Rxe4 Kf3 Rxa4 Ke3 e4 g4 Rc4 h4 a5 Kf4 a4 h5+ Kh6 Rb6 a3 g5+ Kxh5 gxf6 gxf6 Ra6 Rc3 Rxf6 a2 Rf5+ Kh4 Rf7 e3 Ra7 e2,104
38775,e4 c5 Be2 e6 d3 d5 f4 dxe4 dxe4 Qxd1+ Bxd1 Be7 Nf3 Nf6 Nc3 O-O O-O b6 e5 Nfd7 Ne4 Bb7 Neg5 Nc6 c3 f6 exf6 Bxf6 Bc2 g6 Nxe6 Rf7 Bb3 Kh8 Nc7 Raf8 Bxf7 Rxf7 Ne8 Be7 f5 Rxf5 Bg5 Bxg5 Nd6 Be3+ Kh1 Rf4 Nxb7 Nce5 Nxe5 Rxf1+ Rxf1 Nxe5 Rf8+ Kg7 Re8 Bf4 g3 Bc1 Rxe5 Bxb2 Re7+ Kh6 c4 Bc3 Re4 a6 Rh4+ Kg7 Nd6 Bf6 Ne8+ Kf8 Nxf6,75
38776,e4 e5 Nc3 Nc6 Bc4 Nf6 Nf3 Bb4 Ng5 Bxc3 Bxf7+ Ke7 dxc3 h6 h4 hxg5 Bxg5 Kxf7 Qf3 d6 Qd3 Be6 f3 Qd7 O-O-O Raf8 g4 Nxg4 fxg4 Bxg4 Rdf1+ Ke8 Rxf8+ Rxf8 Rh2 Rf3 Qd5 Rf1+ Kd2 Rd1+ Ke3 Rxd5 exd5 Ne7 Ke4 Qf5+ Ke3 Qf3+ Kd2 Qxd5+ Ke3 Nf5+ Kf2 Qf3+ Kg1 Ng3 Rg2 Ne2+ Kh1 Qf1+ Kh2 Bf3 Rxe2 Qxe2+ Kh3 Qg2#,66
38777,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Qc7 Be2 Nf6 Nc3 e6 O-O Be7 Ndb5 Qb8 Bg5 a6 Bxf6 axb5 Bxg7 Rg8 Bh6 Qe5 f4 Qc5+ Kh1 Rg6 Bg5 Bxg5 fxg5 Qxg5 Bf3 Rh6 Qe1 Nd4 Qf2 Qe5 h3 b6 Bg4 f5 exf5 Bb7 fxe6 O-O-O exd7+ Kb8 Rae1 Qg7 Re8 Qxg4 Rxd8+ Ka7 Kh2 Nf3+ Qxf3 Bxf3 Rxf3 Qg5 Re8 Rd6 Nxb5+ Qxb5 d8=Q Rxd8 Rxd8 Qe5+ Rg3 h5 Rd3 h4 b3 hxg3+ Rxg3 Kb7 h4 Kc6 c4 Qf4 Kh3 Qf5+ Rg4 Qb1 a4 Qxb3+ g3 Qxa4 h5 Qd1 Kh4 Kd6 Rg6+ Ke5 h6 Kf5 Rg5+ Kf6 Rb5 Kg6 Rxb6+ Kh7 Kg5 Qc1+ Kh5 Qxc4 Rb7+ Kh8 Rb8+ Kh7 Rb7+ Kg8 Rb8+ Kh7 Rb7+,115
38778,e4 Nc6 d4 d6 d5 Ne5 Nf3 Nxf3+ Qxf3 Nf6 Be2 Bg4 Qd3 h5 Bxg4 hxg4 Bg5 Rh5 Bxf6 exf6 Nd2 Qd7 O-O-O O-O-O f3 g6 fxg4 Qxg4 Qf3 Qd7 Qxf6 Qa4 Kb1 Rd7 g4 Rh7 Qc3 Bg7 Qc4 Qa5 c3 Re7 Rde1 c5 Nb3 Qc7 h4 b6 a4 Qd7 Qa6+ Kb8 Qb5 Qxg4 Qd3 Rxh4 Rxh4 Qxh4 a5 Qxe1+ Ka2,61
38779,e4 e5 Nf3 Nc6 c3 d6 d4 Bg4 Be2 Bxf3 Bxf3 Nf6 d5 Nb8 Bg5 Be7 O-O h6 Be3 c6 Qa4 O-O dxc6 bxc6 Nd2 d5 exd5 cxd5 Be2 Qd7 Bb5 Qb7 Nf3 a6 Be2 Bd6 Rab1 Qc6 Qc2 d4 Bd2 Rc8 Qf5 Qd7 Qxd7 Nbxd7 cxd4 Ne4 dxe5 Nxe5 Be3 Ng4 h3 Nxe3 fxe3 Ng3 Rfe1 Bb4 Bxa6 Rxa6 Red1 Rc2 a3 Bc5 Kh2 Ne2 e4 Be3 Kh1 Bf4 Nd4 Nxd4 Rxd4 Be5 Rd8+ Kh7 Rd7 f6 Rb7 Ra4 Rb4 Rxb4 axb4 Bxb2 b5 Be5 b6 Bb8 b7 Rc4 Kg1 Rxe4 Kf2 Kg6 Kf3 Re7 g4 Rc7 h4 Kf7 Rb4 Re7 Rb6 Re6 Rxe6 Kxe6 Ke4 g6 Kd4 Kd6 Ke4 Kc6 Kd4 Kxb7 Kd5 Be5 Ke6 g5 hxg5 hxg5 Kf5 Kc6 Kg6 Kd6 Kf5 Kd5 Kg6 Ke4 Kh5 Kf4,130
38780,d4 d5 Bf4 Nc6 e3 e6 Nf3 h6 Bd3 Nf6 Nbd2 Bd6 Ne5 Nxe5 dxe5 g5 Bg3 Nh5 exd6 Nxg3 dxc7 Qxc7 hxg3 f5 Nf3 g4 Nd4 Bd7 Bb5 Qa5+ c3 Bxb5 Nxe6 Qb6 Ng7+ Kd7 Nxf5 h5 Qc2 Kc7 O-O-O Bc6 Ne7 Rad8 Qf5 Kb8 Qe5+ Ka8 Nxd5 Qa5 Nc7+ Kb8 Ne6+ Qxe5 Rxd8+ Rxd8 Nxd8,57
38781,d4 c5 dxc5 e6 Nf3 Bxc5 h3 Nf6 e3 O-O Be2 d5 O-O Nc6 Nbd2 b6 c3 Bb7 b4 Bd6 a4 e5 Bb2 e4 Nd4 Nxd4 exd4 Rc8 Qb3 Ba8 c4 dxc4 Bxc4 Nd5 Bxd5 Bxd5 Qxd5 Bh2+ Kxh2 Qxd5 a5 Rc2 axb6 Rxb2 Rfd1 axb6,46
38782,e4 b6 d4 Bb7 Nc3 e6 Nf3 Be7 Be3 Nf6 Qd2 O-O h3 d5 e5 Ne4 Nxe4 dxe4 Ng5 h6 h4 Nc6 Nh3 Bxh4 O-O-O a5 g3 Be7 Bg2 Nb4 a3 Nd5 Bxe4 Nxe3 Qxe3 Bxe4 Qxe4 Rc8 f4 Qd5 Qxd5 exd5 g4 c5 g5 hxg5 Nxg5 Bxg5 fxg5 c4 Rh3 Rc6 Rdh1 f6 g6 fxe5 Rh8#,57
38783,d4 b6 Nf3 Bb7 Bf4 Nf6 e3 e6 Be2 Be7 h3 d5 O-O O-O c3 h6 Nbd2 Ne4 Bh2 Nd7 Nxe4 dxe4 Nd2 Bd6 Qc2 Bxh2+ Kxh2 c5 Nxe4 Qc7+ Ng3 Nf6 Rac1 Rac8 Qd2 Ne4 Qd3 c4 Qd1 e5 Bf3 exd4 exd4 Rfe8 Bxe4 Rxe4 Re1 Rce8 Rxe4 Rxe4 Qd2 Rf4 Re1 Qc6 f3 Rf6 Ne4 Rg6 Qf4 Kh7 Qf5 Qc7+ Qe5 Qd8 Qf5 Qh4 Rg1 f6 Nd6 Bc6 d5 a5 dxc6,73
38784,e4 d5 exd5 Nf6 d4 Nxd5 c4 Nb4 a3 N4c6 Nf3 Bg4 d5 Ne5 Be2 Bxf3 Bxf3 g6 Bf4 Bg7 Nc3 O-O Be2 c6 O-O cxd5 Nxd5 e6 Nc3 Nbc6 Qxd8 Raxd8 Rad1 Nd4 Be3 Nxe2+ Nxe2 Nxc4 Bxa7 Nxb2 Rb1 Nc4 Bc5 Rfe8 Rxb7 Nd2 Rc1 Ne4 Be3 Nd6 Ra7 Ra8 Rxa8 Rxa8 Bc5 Nb5 Rc2 Nxa3 Ra2 Bf8 Bxf8 Kxf8 Kf1 Rb8 f3 Nc4 Ra7 Rb2 Kf2 Ne5 Ra5 Nd3+ Ke3 Ne1 g3 Rb3+ Kf2 Nxf3 Ra8+ Kg7 Nc1 Rc3 Ne2 Rd3 Nc1 Ne5 Nxd3 Nxd3+ Ke3 Nb4 Rb8 Nd5+ Kf2 h5 Kg2 g5 h4 gxh4 gxh4 Ne7 Kf3 Nf5 Rb4 Kg6 Kf4 f6 Kf3 e5 Ke4 Nxh4 Kd5 Nf3 Rb3 Ng5 Rg3 h4 Rg1 h3 Kc4 f5 Kd3 f4 Rh1 Kf5 Ke2 e4 Kf2 e3+ Ke2 Ke4 Kf1 f3 Ke1 Kf4 Kf1 Kg3 Ke1 h2 Rf1 e2,140
38785,Nc3 d5 Nf3 d4 Ne4 e5 Nxe5 Qd5 c3 Qxe5 Qa4+ Nc6 d3 b5 cxd4 Qxe4 Qxb5 a6 Qa4 Qe6 e4 Bb4+ Kd1 Nf6 Be2 Nxe4 dxe4 Qxe4 Be3 Qxg2 Rf1 Bg4 f3 Bd7 Bxa6 Qxb2 Rc1 Nxd4 Rc6 Bxc6 Qxb4 Qxb4 Bd3 Rxa2 Bxh7 Qb3+ Bc2 Ra1+ Bc1 Qxc2+ Ke1 Rxc1#,52
38786,e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nf6 O-O O-O d3 h6 Nd5 d6 Be3 Nxd5 Bxd5 Bb6 Qd2 Bg4 Bxb6 axb6 Qe3 Qf6 c3 Bxf3 Qxf3 Qxf3 gxf3 Kh8 Kg2 f5 Rg1 fxe4 fxe4 Rf4 f3 Raf8 Raf1 Ne7 Bxb7 Ng6 Kh1 Nh4 Rg3 Nxf3 Bc8 Ng5 Rxf4 Rxf4 Bf5 Rf2 Rg2 Rxg2 Kxg2 Kg8 Kg3 Kf7 h4 Ne6 Bxe6+ Kxe6 Kg4 g6 d4 exd4 cxd4 c5 dxc5 dxc5 Kf4 b5 a3 c4 e5 Kd5 Ke3 Kxe5 Kf3 g5 hxg5 hxg5 Kg4 Kd4 Kxg5 Kd3 Kf4 Kc2 Ke3 Kxb2 Kd2 c3+ Kd3 c2,94
38787,b4 b6 c4 Bb7 Bb2 Nf6 Nf3 e6 a3 d5 e3 dxc4 Bxc4 Nbd7 d3 Bd6 Nbd2 O-O O-O a6 e4 Ng4 h3 Nge5 Nxe5 Bxe5 Qb3 Qf6 Bxe5 Nxe5 f4 Nxc4 dxc4 Rad8 e5 Qf5 Nf3 Rd3 Qc2 Rfd8 Rf2 Bxf3 Rxf3 Rxf3 Qxf5 exf5 gxf3 Rd3 Kf2 Kf8 Ke2 Rb3 Ra2 Ke7 h4 f6 exf6+ Kxf6 h5 g6 hxg6 Kxg6 c5 h5 cxb6 cxb6 Ra1 h4 Rg1+ Kh5 Rg5+ Kh6 Rxf5 Rxa3 Rf6+ Kh5 Rxb6 h3 Rb8 Kh4 Rh8+ Kg3 f5 Kg2 f6 Ra2+ Ke3 h2 f7 Ra3+ Ke4 Rxf3 Rxh2+,93
38788,e4 c6 d4 d5 e5 Bf5 h4 h6 g4 Bh7 Bd3 Bxd3 Qxd3 e6 f4 Qa5+ Bd2 Bb4 Nc3 Nd7 Nf3 Ne7 a3 Nb6 f5 Nc4 Ke2 Nxd2 axb4 Qxb4 Nxd2 a6 g5 hxg5 hxg5 Rxh1 Rxh1 O-O-O Nb3 Nxf5 Nc5 Nxd4+ Kd2 Qxc5 Na4 Qb4+ Nc3 Nf5,48
38789,e4 c6 d4 d5 e5 c5 c3 Nc6 f4 Bf5 Nf3 e6 Bd3 Bg4 Bb5 Nh6 Bxc6+ bxc6 O-O Nf5 h3 Bxf3 Qxf3 cxd4 g4 Nh4 Qf2 dxc3 Nxc3 Ng6 f5 exf5 Qxf5 Qe7 Bg5 Qe6 Rae1 Bc5+ Kg2 O-O a3 d4 Ne4 Qd5 Kg3 Bb6 Nd6 Bc7 Qd7 Bxd6 Qxd6 Qxd6 exd6 c5 Be7 Nxe7 Rxe7 g6 Rc7 Rad8 Rf6 Kg7 g5 h6 h4 hxg5 hxg5 d3 d7 d2 Rd6 f6 gxf6+ Kf7 Rxd2 Ke6 Rxa7 Rxf6 Ra6+ Ke7 Rxf6 Kxf6 Kg4 Ke7 Kg5 Rxd7 Rxd7+ Kxd7 Kxg6 Kc6 Kf5 Kb5 Ke4 Kc4 Ke3 Kb3 Kd3 c4+ Kd2 Kxb2 a4 c3+,102
38790,d4 d5 h3 Nc6 Nf3 e5 c3 exd4 Nxd4 Bd7 Nxc6 Bxc6 Bf4 Nf6 e3 Bc5 Bg5 O-O Bd3 d4 exd4 Bxg2 Rg1 Qd5 Bxf6 gxf6 Qg4+ Qg5 Qxg5+ fxg5 Rxg2 Rfe8+ Kd2 Bd6 Na3 Bf4+ Kc2 c6 Rgg1 Re7 Rae1 Rae8 Kd1 a6 Rxe7 Rxe7 Re1 Rd7 Bf5 Rd5 Be4 Ra5 Kc2 Bd6 Nc4 Rxa2 Nxd6 b5 Kb3 Ra4 Bxc6,61
38791,c4 e5 Nc3 Nf6 Nf3 Nc6 e3 d5 cxd5 Nxd5 a3 Bf5 h3 h6 Bb5 Nxc3 Bxc6+ bxc6 bxc3 Bd6 Bb2 O-O c4 e4 Ne5 Bd7 Ng4 Qg5 Qe2 h5 Nh2 Qxg2 O-O-O Bxh2 Qxh5 Rab8 Be5 Bxe5 Qxe5 Qg6 Rdg1 Qh6 Rg3 Rb7 Rhg1 g6 h4 Rfb8 h5 Rb1+ Kc2 Rxg1 Rxg1 Qg7 Qxc7 Qb2+ Kd1 Qb1+ Ke2 Qd3+ Kd1 Rb1#,62
38792,d4 c5 dxc5 Na6 Nf3 Nxc5 g3 Nf6 Bg2 d5 O-O Bf5 c4 e6 Nd4 Bg6 cxd5 exd5 Bg5 Be7 Qa4+ Nxa4,22
38793,e4 e5 Nf3 d6 Nc3 c5 Bc4 Nf6 h3 Be7 d3 O-O Bg5 a6 Bxf6 Bxf6 Nd5 b5 Bb3 a5 a4 b4 Bc4 Nd7 Bb5 Rb8 b3 h6 Qd2 Bg5 Nxg5 Qxg5 Qxg5 hxg5 Ke2 Nf6 Ne7+ Kh7 f3 Nh5 Kf2 Nf4 g3 Nxh3+ Kg2 g4 Nxc8 Rbxc8 fxg4 Kg6 Rxh3 Rh8 Rah1 Rxh3 Rxh3 f6 Bd7 Rd8 Bf5+ Kf7 Rh5 d5 g5 dxe4 g6+ Ke7 Bxe4 Rd6 Rh7 Kf8 Rh8+ Ke7 Rg8 f5 Bxf5 Kf6 Be4 Kg5 Rxg7 Rf6 Rf7 Rd6 g7 Rd8 Rf8 Rxf8 gxf8=Q,87
38794,d4 Nf6 c4 e6 Nc3 Bb4 Bd2 O-O Nf3 b6 a3 Bxc3 Bxc3 Bb7 Qc2 Ne4 e3 f5 Ne5 d6 Nd3 Nd7 f3 Nxc3 Qxc3 Nf6 O-O-O d5 c5 bxc5 Nxc5 Rb8 Nxe6 Qe7 Nxf8 Kxf8 Bd3 Qxe3+ Kb1 Ba6 Qc5+ Kg8 Bxa6 Qxa3 Qxa3,45
38795,d4 d5 c3 c6 Bf4 Nd7 e3 Ndf6 Nf3 Bg4 Bd3 c5 O-O c4 Be2 h6 Qa4+ Bd7 Qb4 a5 Qxb7 e6 Ne5 Rb8 Qa7 Ra8 Qb7 Rb8 Nc6 Bxc6 Qxc6+ Nd7,32
38796,e4 e5 Bc4 g6 d3 Bg7 a3 Nf6 Nc3 O-O h3 d6 Nf3 Be6 Bxe6 fxe6 Bg5 h6 Bh4 Nbd7 O-O Rf7 Nh2 Nf8 f3 g5 Be1 Ng6 Ng4 Qe7 Ne3 Raf8 Ne2 c6 c3 d5 exd5 exd5 Nf5 Qd7 Nxg7 Kxg7 Ng3 Nf4 Nh1 h5 Bg3 g4 Bxf4 exf4 fxg4 hxg4 Rxf4 gxh3 g3 h2+ Kxh2 Rh8+ Kg1 Qh3 Nf2 Qxg3+ Kf1 Qxf4 Qg4+ Qxg4 Ra2,67
38797,e4 c6 Nc3 d6 Be2 Nf6 d3 e5 f4 Nbd7 Nf3 Be7 O-O Qc7 a3 Nf8 Kh1 Ng6 fxe5 dxe5 Be3 Bg4 Bg1 O-O-O b4 h5 Qe1 h4 b5 c5 h3 Be6 a4 Nf4 Ng5 Rdg8 Nxe6 fxe6 Bf3 g5 Ne2 g4 Nxf4 exf4 hxg4 Nxg4 Bxg4 Rxg4 Qe2 Rhg8 Bh2 Rxg2 Qxg2 Rxg2 Kxg2 Bd6 Rf3 Qg7+ Kh1 Qxa1+,60
38798,e4 d5 exd5 Nf6 Bb5+ Bd7 Bc4 a5 Nc3 Na6 Nge2 Nb4 a3 Na6 d4 e6 dxe6 Bxe6 Bxe6 fxe6 O-O Bd6 Re1 O-O Nf4 Bxf4 Bxf4 c6 Rxe6 Nc7 Bxc7 Qxc7 Qd3 Qd7 Rae1 Rad8 Re7 Qxd4 Qxd4 Rxd4 Rxb7 Re8 Rxe8+ Nxe8 Re7 Kf8 Re5 Nd6 Kf1 Nc4 Rc5 Nxb2 Rxc6 Rd2 Ne4 Rd4 f3 Ra4 Rc3 Nd1 Rb3 Rd4 Ke2 a4 Rb7 h6 c3 Rd8 c4 Kg8 c5 g5 c6 Rc8 c7 Kg7 Kxd1 Kg6 Nd6,79
38799,c4 g6 Nc3 Nf6 g3 Bg7 Bg2 O-O e3 c6 Nge2 d5 cxd5 cxd5 h3 Nc6 d4 b6 O-O Ba6 Re1 Bxe2 Qxe2 Re8 Qb5 Rc8 Nxd5 Nxd5 Qxd5 Qxd5 Bxd5 Nb4 Be4 Nc2 Bxc2 Rxc2 a4 e5 d5 e4 Rd1 Rd8 a5 b5 a6 Rd6 Rd4 Bxd4 exd4 Rxd5 Be3 Rxb2 Rc1 Ra2 Bh6 Rd8 Rc5 Rxa6 Rxb5 Rb6 Rc5 Rbd6 Be3 Rxd4 Bxd4 Rxd4 Rc8+ Kg7 Ra8 Ra4 g4 Ra2 g5 h6 h4 hxg5 hxg5 Ra5 Kf1 Rxg5 Rxa7 Rf5 Ke2 Rf3 Re7 Rf4 Ke3 Rh4 Rxe4 Rxe4+ Kxe4 Kf6 Kf4 g5+ Ke4 Ke6 Kd4 Kf5 Ke3 Kg4 Ke4 f5+ Ke5 f4 Kf6 f3 Kg6 Kf4 Kh5 Kf5 Kh6 g4,112
